,Symbol,Name,Industry,IndustryCode
3496,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3497,GLG,TD Holdings Inc,운송업,524060
3498,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3499,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3500,VLNS,Valens Company Inc,제약,562010
3501,KOSS,Koss Corp,"컴퓨터, 전화 및 가전제품",571060
3502,MPACU,Model Performance Acquisition Units,기타 금융업,556010
3503,PMCB,PharmaCyte Biotech Inc,제약,562010
3504,RAM,Aries I Acquisition Corp Class A,기타 금융업,556010
3505,FTAIP,Fortress Transn And Infrastructure Invs Cum Perp Red Pfd Fixed Fltg Series A,은행,551010
3506,LVO,LiveOne Inc,미디어 및 출판,533020
3507,MOGO,Mogo Inc,은행,551010
3508,CABA,Cabaletta Bio Inc,생명과학 및 메디컬 리서치,562020
3509,NVNO,enVVeno Medical Corp,생명과학 및 메디컬 리서치,562020
3510,BTCY,Biotricity Inc,헬스케어 장비 및 용품,561010
3511,GBNH,Greenbrook TMS Inc,헬스케어 업체 및 서비스,561020
3512,OMEX,Odyssey Marine Exploration Inc,메탈&마이닝,512010
3513,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
3514,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
3515,PYXS,Pyxis Oncology Inc,생명과학 및 메디컬 리서치,562020
3516,MTBC,CareCloud Inc,소프트웨어 및 IT서비스,572010
3517,AUGX,Augmedix Inc,전문 및 상업 서비스,522030
3518,SHFS,SHF Holdings Inc Class A,은행,551010
3519,UPTD,Tradeup Acquisition Corp,기타 금융업,556010
3520,TCRR,TCR2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3521,NOGN,Nogin Inc,소프트웨어 및 IT서비스,572010
3522,BSGAU,Blue Safari Group Acquisition Units,기타 금융업,556010
3523,VENA,Venus Acquisition Corp,기타 금융업,556010
3524,SYBX,Synlogic Inc,생명과학 및 메디컬 리서치,562020
3525,PPHPU,PHP Ventures Acquisition Units,기타 금융업,556010
3526,FOXWU,FoxWayne Enterprises Acquisition Units,기타 금융업,556010
3527,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3528,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
3529,CRWS,Crown Crafts Inc,레저 상품,532050
3530,MDWD,Mediwound Ltd,제약,562010
3531,EMKR,EMCORE Corp,커뮤니케이션 및 네트워킹,571020
3532,HVBC,HV Bancorp Inc,은행,551010
3533,AQUNU,Aquaron Acquisition Units,기타 금융업,556010
3534,GDSTU,Goldenstone Acquisition Units,기타 금융업,556010
3535,AACG,ATA Creativity Global ADR,교육서비스,631010
3536,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
3537,BWAY,Brainsway Ltd ADR,헬스케어 장비 및 용품,561010
3538,MCAFU,Mountain Crest Acquisition IV Units,기타 금융업,556010
3539,AAME,Atlantic American Corp,보험,553010
3540,CFSB,CFSB Bancorp Inc,은행,551010
3541,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3542,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3543,ATLCP,Atlanticus Holdings 7.625 Cumulative Perpetual Pref Shs Series B,은행,551010
3544,OCFCP,Oceanfirst Finl Depositary Shs Repstg 1 40 Perp Prf Shs,은행,551010
3545,LTBR,Lightbridge Corp,전문 및 상업 서비스,522030
3546,KFFB,Kentucky First Federal Bancorp,은행,551010
3547,NSTS,NSTS Bancorp Inc,은행,551010
3548,ORTX,Orchard Therapeutics PLC ADR,제약,562010
3549,USIO,Usio Inc,전문 및 상업 서비스,522030
3550,ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
3551,SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
3552,AGRX,Agile Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3553,NCNA,NuCana PLC ADR,생명과학 및 메디컬 리서치,562020
3554,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3555,VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020
3556,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3557,OESX,Orion Energy Systems Inc,주택건설,532030
3558,TXMD,TherapeuticsMD Inc,제약,562010
3559,AGBAU,AGBA Acquisition Units,기타 금융업,556010
3560,TATT,TAT Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
3561,CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
3562,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3563,BYFC,Broadway Financial Corp,은행,551010
3564,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3565,BWBBP,Bridgewater Bancshares DS 1 100th Int 5 875 Non Cumu Perpl Prf Shs Series A,은행,551010
3566,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3567,SGLY,Singularity Future Technology Ltd,핀테크,573010
3568,GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
3569,BOTJ,Bank of the James,은행,551010
3570,CADL,Candel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3571,DILAU,DILA Capital Acquisition Units,기타 금융업,556010
3572,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3573,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3574,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3575,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3576,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3577,VTSI,VirTra Inc,우주항공 및 국방,521010
3578,FLUX,Flux Power Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3579,ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
3580,ATXG,Addentax Group Corp,화물 및 물류 서비스,524050
3581,MDVL,MedAvail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3582,MESA,Mesa Air Group Inc,운송업,524060
3583,DUNE,Dune Acquisition Corp Class A,기타 금융업,556010
3584,OXLCN,Oxford Lane Capital 7 125 Prf Shs Series 2029,다양한 금융서비스,555010
3585,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3586,RSSS,Research Solutions Inc,소프트웨어 및 IT서비스,572010
3587,EDTX,EdtechX Holdings Acquisition Corp II Class A,기타 금융업,556010
3588,IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
3589,BOLT,Bolt Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3590,QOMOU,Qomolangma Acquisition Units,기타 금융업,556010
3591,SY,So-Young International Inc ADR,소프트웨어 및 IT서비스,572010
3592,MDWT,Midwest Holding Inc,보험,553010
3593,NICK,Nicholas Financial Inc,은행,551010
3594,TMDI,Titan Medical Inc,헬스케어 장비 및 용품,561010
3595,GBRGU,Goldenbridge Acq Units,기타 금융업,556010
3596,CCNEP,CNB FINL Depositary Shs REP 1 40 Prf Series A,은행,551010
3597,CBMB,CBM Bancorp Inc,기타 금융업,556010
3598,PXS,Pyxis Tankers Inc,화물 및 물류 서비스,524050
3599,ARAV,Aravive Inc,생명과학 및 메디컬 리서치,562020
3600,OXLCO,Oxford Lane Capital 6 Pref Shs Series 2029,다양한 금융서비스,555010
3601,JFU,9F Inc ADR Class A,투자은행 및 서비스,551020
3602,AQU,Aquaron Acquisition Corp,기타 금융업,556010
3603,NAII,Natural Alternatives International Inc,제약,562010
3604,BLRX,BioLine RX Ltd ADR,생명과학 및 메디컬 리서치,562020
3605,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3606,REKR,Rekor Systems Inc,소프트웨어 및 IT서비스,572010
3607,LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
3608,EVTV,Envirotech Vehicles Inc,자동차 및 자동차 부품,531010
3609,BRLIU,Brilliant Acquisition Unit,기타 금융업,556010
3610,DSWL,Deswell Industries Inc,화학,511010
3611,OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3612,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3613,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
3614,LAAAU,Lakeshore Acquisition I Units,기타 금융업,556010
3615,SPKAU,SPK Acquisition Units,기타 금융업,556010
3616,AQB,AquaBounty Technologies Inc,생명과학 및 메디컬 리서치,562020
3617,MEGL,Magic Empire Global Ltd,투자은행 및 서비스,551020
3618,ICCH,ICC Holdings Inc,보험,553010
3619,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3620,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3621,LANDM,GLADSTONE LD Term Pref Shs,주택 및 상업용 리츠,601020
3622,EFSCP,Enterprise Finl Svcs DRC Rep Non Cum Perp Pfd Series A,은행,551010
3623,JWEL,Jowell Global Ltd,다양한 소매업,534020
3624,APGN,Apexigen Inc,생명과학 및 메디컬 리서치,562020
3625,GAIA,Gaia Inc Class A,미디어 및 출판,533020
3626,DCOMP,Dime Community Bancshares Cumulative Perpetual Pref Shs Series A,은행,551010
3627,TCBS,Texas Community Bancshares Inc,은행,551010
3628,AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3629,MCAEU,Mountain Crest Acquisition III Units,기타 금융업,556010
3630,MBINP,Merchants Bancorp 7 Perp Pfd Fixed Fltg Perpetual Pref Shs Series A,은행,551010
3631,FUSB,First US Bancshares Inc,은행,551010
3632,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
3633,KIRK,Kirkland's Inc,전문품 상점,534030
3634,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
3635,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3636,NEON,Neonode Inc,전자 장비 및 부품,571040
3637,LFVN,LifeVantage Corp,제약,562010
3638,LITM,Snow Lake Resources Ltd,메탈&마이닝,512010
3639,KEQU,Kewaunee Scientific Corp,전문 및 상업 서비스,522030
3640,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3641,MLACU,Malacca Straits Acq Units,기타 금융업,556010
3642,LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
3643,OCUP,Ocuphire Pharma Inc,제약,562010
3644,INAB,IN8BIO  Inc.,생명과학 및 메디컬 리서치,562020
3645,WRAP,Wrap Technologies Inc,커뮤니케이션 및 네트워킹,571020
3646,DXR,Daxor Corp,다양한 금융서비스,555010
3647,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3648,SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
3649,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3650,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
3651,AERC,AeroClean Technologies Inc,전문 및 상업 서비스,522030
3652,CNTB,Connect Biopharma Holdings Ltd ADR,생명과학 및 메디컬 리서치,562020
3653,OKYO,OKYO Pharma Ltd ADR,제약,562010
3654,NYMTZ,New York Mortgage Trust 7 000 Cumul Redeem Pref Shs Series G,주택 및 상업용 리츠,601020
3655,DNAY,Codex DNA Inc,헬스케어 장비 및 용품,561010
3656,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
3657,MYT,Urban Tea Inc,식품 및 약품소매,543010
3658,SNPX,Synaptogenix Inc,생명과학 및 메디컬 리서치,562020
3659,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3660,ZIONP,Zions Bancorporation DS Representing 1/40th Floating Rate Non Cum Perpetual,은행,551010
3661,AQST,Aquestive Therapeutics Inc,제약,562010
3662,HPCO,Hempacco Co Inc,식품 및 담배,541020
3663,PSAGU,Property Solutions Acquisition II Units,기타 금융업,556010
3664,GSIT,GSI Technology Inc,반도체 및 반도체 장비,571010
3665,GOODN,GLADSTONE COML Pref Shs,주택 및 상업용 리츠,601020
3666,ILAG,Intelligent Living Application Group Inc,"건설장비 및 대형차, 기차, 배",521020
3667,APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
3668,BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
3669,DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
3670,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
3671,OMQS,Omniq Corp,소프트웨어 및 IT서비스,572010
3672,TKLF,Yoshitsu Co Ltd ADR,식품 및 약품소매,543010
3673,MBNKP,Medallion Bank Fixed to Floating Rate Non Cumulative Perpetual Pref Shs Series F,은행,551010
3674,HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3675,FLGC,Flora Growth Corp,헬스케어 업체 및 서비스,561020
3676,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3677,ESOA,Energy Services Of America Corp,건설 및 엔지니어링,522010
3678,ALGS,Aligos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3679,SFT,Shift Technologies Inc Class A,전문품 상점,534030
3680,NH,NantHealth Inc,헬스케어 장비 및 용품,561010
3681,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3682,TAYD,Taylor Devices Inc,"건설장비 및 대형차, 기차, 배",521020
3683,IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
3684,SDIG,Stronghold Digital Mining Inc Class A,핀테크,573010
3685,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3686,OIG,Orbital Infrastructure Group Inc,건설 및 엔지니어링,522010
3687,CBRGU,Chain Bridge I Units,기타 금융업,556010
3688,GRCYU,Greencity Acquisition Units,기타 금융업,556010
3689,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3690,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3691,AIH,Aesthetic Medical International Holdings Group Ltd ADR,헬스케어 업체 및 서비스,561020
3692,AWH,Aspira Women's Health Inc,생명과학 및 메디컬 리서치,562020
3693,CNNB,Cincinnati Bancorp Inc,은행,551010
3694,NHTC,Natural Health Trends Corp,전문품 상점,534030
3695,SERA,Sera Prognostics Inc Class A,전문 및 상업 서비스,522030
3696,LOV,Spark Networks SE ADR,소프트웨어 및 IT서비스,572010
3697,RVYL,Ryvyl Inc,소프트웨어 및 IT서비스,572010
3698,PMN,ProMIS Neurosciences Inc,생명과학 및 메디컬 리서치,562020
3699,ARBK,Argo Blockchain PLC ADR,핀테크,573010
3700,UGRO,urban-gro Inc,식품 및 담배,541020
3701,WTER,Alkaline Water Company Inc,음료,541010
3702,SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3703,CVV,CVD Equipment Corp,"건설장비 및 대형차, 기차, 배",521020
3704,CNEY,CN Energy Group Inc Class A,화학,511010
3705,TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
3706,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3707,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3708,WHLRD,Wheeler Real Estate Investment Trust Cumulative Pref Shs Series D,주택 및 상업용 리츠,601020
3709,WVVIP,Willamette Valley Vineyards Redeemable Pref Shs Series A,음료,541010
3710,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3711,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3712,BDSX,Biodesix Inc,헬스케어 업체 및 서비스,561020
3713,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3714,TBKCP,Triumph Bancorp 40 Dep Shs Repstg 1 Perp Non Cum 7 125  Pref Shs Series C,은행,551010
3715,BFI,Burgerfi International Inc,호텔 및 엔터테인먼트,533010
3716,SANW,S&W Seed Co,식품 및 담배,541020
3717,SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
3718,SABS,SAB Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3719,IDN,Intellicheck Inc,소프트웨어 및 IT서비스,572010
3720,ICCM,Icecure Medical Ltd,헬스케어 장비 및 용품,561010
3721,ADAG,Adagene Inc ADR,생명과학 및 메디컬 리서치,562020
3722,MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
3723,RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),식품 및 담배,541020
3724,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3725,KRKR,36Kr Holdings Inc ADR,전문 및 상업 서비스,522030
3726,HTOO,Fusion Fuel Green PLC Class A,재생에너지,502010
3727,DRCT,Direct Digital Holdings Inc Class A,미디어 및 출판,533020
3728,FKWL,Franklin Wireless Corp,커뮤니케이션 및 네트워킹,571020
3729,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3730,SPI,SPI Energy Co Ltd,재생에너지,502010
3731,PEV,Phoenix Motor Inc,자동차 및 자동차 부품,531010
3732,LYT,Lytus Technologies Holdings Ptv Ltd,소프트웨어 및 IT서비스,572010
3733,PNBK,Patriot National Bancorp Inc,은행,551010
3734,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3735,MTEX,Mannatech Inc,식품 및 담배,541020
3736,UPTDU,TradeUP Acquisition Units,기타 금융업,556010
3737,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3738,QLI,Qilian International Holding Group Ltd,제약,562010
3739,EARS,Auris Medical Holding Ltd,생명과학 및 메디컬 리서치,562020
3740,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3741,XGN,Exagen Inc,헬스케어 업체 및 서비스,561020
3742,CGRN,Capstone Green Energy Corp,"건설장비 및 대형차, 기차, 배",521020
3743,MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
3744,BNRG,Brenmiller Energy Ltd,재생에너지,502010
3745,ABEO,Abeona Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3746,OTMO,Otonomo Technologies Ltd,핀테크,573010
3747,SOPA,Society Pass Inc,소프트웨어 및 IT서비스,572010
3748,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3749,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
3750,CGTX,Cognition Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3751,RAND,Rand Capital Corp,투자은행 및 서비스,551020
3752,LFLY,Leafly Holdings Inc,소프트웨어 및 IT서비스,572010
3753,CRDL,Cardiol Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
3754,SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
3755,UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
3756,RILYP,B Riley Financial DS Representing 1/1000 Cum Pref Series A,투자은행 및 서비스,551020
3757,GREE,Greenidge Generation Holdings Inc Class A,핀테크,573010
3758,ENG,ENGlobal Corp,건설 및 엔지니어링,522010
3759,GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
3760,PPBT,Purple Biotech Ltd ADR,생명과학 및 메디컬 리서치,562020
3761,BOXL,Boxlight Corp Class A,전자 장비 및 부품,571040
3762,AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
3763,LBPS,4D Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
3764,CPIX,Cumberland Pharmaceuticals Inc,제약,562010
3765,GURE,Gulf Resources Inc,화학,511010
3766,LHDX,Lucira Health Inc,헬스케어 장비 및 용품,561010
3767,SOBR,Sobr Safe Inc,소프트웨어 및 IT서비스,572010
3768,PMD,Psychemedics Corp,헬스케어 업체 및 서비스,561020
3769,CHCI,Comstock Holding Companies Inc Class A,부동산 운영 관리,601010
3770,ALIM,Alimera Sciences Inc,제약,562010
3771,BWEN,Broadwind Inc,재생에너지,502010
3772,MOSY,MoSys Inc,반도체 및 반도체 장비,571010
3773,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3774,VEDU,Visionary Education Technology Holdings Group Inc,부동산 운영 관리,601010
3775,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
3776,MSVB,Mid-Southern Bancorp Inc,은행,551010
3777,BTTX,Better Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3778,MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
3779,PCSA,Processa Pharmaceuticals Inc,제약,562010
3780,RDHL,Redhill Biopharma Ltd ADR,제약,562010
3781,DAIO,Data I/O Corp,소프트웨어 및 IT서비스,572010
3782,MIGI,Mawson Infrastructure Group Inc,소프트웨어 및 IT서비스,572010
3783,DRTT,DIRTT Environmental Solutions Ltd,주택건설,532030
3784,LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
3785,RCON,Recon Technology Ltd Class A,오일 및 가스 장비 및 서비스,501030
3786,CHG,CorpHousing Group Inc,호텔 및 엔터테인먼트,533010
3787,FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
3788,IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
3789,LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
3790,UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
3791,MDIA,Mediaco Holding Inc Class A,미디어 및 출판,533020
3792,APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3793,RAVE,Rave Restaurant Group Inc,호텔 및 엔터테인먼트,533010
3794,POWWP,AMMO 8 75 Cumulative Redeemable Perpetual Prf Shs Series A,우주항공 및 국방,521010
3795,MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3796,NCMI,National Cinemedia Inc,미디어 및 출판,533020
3797,AZ,A2Z Smart Technologies Corp,우주항공 및 국방,521010
3798,AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
3799,ORGS,Orgenesis Inc,헬스케어 장비 및 용품,561010
3800,QNCX,Quince Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3801,NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
3802,TARA,Protara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3803,ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
3804,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
3805,AMAO,American Acquisition Opportunity Inc Class A,기타 금융업,556010
3806,SGRP,SPAR Group Inc,미디어 및 출판,533020
3807,CYN,CYNGN Inc,소프트웨어 및 IT서비스,572010
3808,BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
3809,VLCN,Volcon Inc,자동차 및 자동차 부품,531010
3810,FGBIP,First Guaranty Bancshares 6.75 Dep Shs Rep Non Cumulative Perpetual Prf Shs,은행,551010
3811,TCON,TRACON Pharmaceuticals Inc,제약,562010
3812,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3813,PBBK,PB Bankshares Inc,은행,551010
3814,ACXP,Acurx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3815,MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3816,CSPI,CSP Inc,소프트웨어 및 IT서비스,572010
3817,RNWK,RealNetworks Inc,소프트웨어 및 IT서비스,572010
3818,RDIB,Reading International Inc Class B,호텔 및 엔터테인먼트,533010
3819,ELDN,Eledon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3820,AZRX,AzurRx BioPharma Inc,제약,562010
3821,TLF,Tandy Leather Factory Inc,섬유 및 의류,532020
3822,ZYNE,Zynerba Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3823,SHPH,Shuttle Pharmaceuticals Inc,제약,562010
3824,LSTA,Lisata Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3825,AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
3826,FTFT,Future Fintech Group Inc,핀테크,573010
3827,LOTZ,Carlotz Inc Class A,전문품 상점,534030
3828,NMTR,9 Meters Biopharma Inc,생명과학 및 메디컬 리서치,562020
3829,IMCC,IM Cannabis Corp,제약,562010
3830,FUV,Arcimoto Inc,자동차 및 자동차 부품,531010
3831,PRSO,Peraso Inc,반도체 및 반도체 장비,571010
3832,MODD,Modular Medical Inc,헬스케어 장비 및 용품,561010
3833,GTIM,Good Times Restaurants Inc,호텔 및 엔터테인먼트,533010
3834,WKSP,Worksport Ltd,전문 및 상업 서비스,522030
3835,NYMX,Nymox Pharmaceutical Corp,생명과학 및 메디컬 리서치,562020
3836,TGL,Treasure Global Inc,소프트웨어 및 IT서비스,572010
3837,SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
3838,HUGE,FSD Pharma Inc Class B,생명과학 및 메디컬 리서치,562020
3839,NTRB,Nutriband Inc,헬스케어 장비 및 용품,561010
3840,RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3841,WNW,Meiwu Technology Co Ltd,다양한 소매업,534020
3842,DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3843,DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
3844,BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
3845,HTIA,HEALTHCARE Perpetual Pref Shs Series A,주택 및 상업용 리츠,601020
3846,SOHOB,Sotherly Hotels 8.0% Cumulative Redeemable Perpetual Pref Shs Series B,주택 및 상업용 리츠,601020
3847,SIDU,Sidus Space Inc Class A,우주항공 및 국방,521010
3848,ISUN,iSun Inc,건설 및 엔지니어링,522010
3849,ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
3850,XOMAO,XOMA Depositary Shares Rep 8 375 Cum Pref Shs Series B,생명과학 및 메디컬 리서치,562020
3851,ABIO,ARCA Biopharma Inc,생명과학 및 메디컬 리서치,562020
3852,USAU,US Gold Corp,메탈&마이닝,512010
3853,CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
3854,POLA,Polar Power Inc,"건설장비 및 대형차, 기차, 배",521020
3855,WVVI,Willamette Valley Vineyards Inc,음료,541010
3856,YQ,17 Education & Technology Group Inc ADR,교육서비스,631010
3857,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
3858,TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
3859,EVGN,Evogene Ltd,생명과학 및 메디컬 리서치,562020
3860,PPSI,Pioneer Power Solutions Inc,"건설장비 및 대형차, 기차, 배",521020
3861,ALR,Alerislife Inc,헬스케어 업체 및 서비스,561020
3862,IDRA,Idera Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3863,QK,FLJ Group Ltd ADR,부동산 운영 관리,601010
3864,HTCR,HeartCore Enterprises Inc,소프트웨어 및 IT서비스,572010
3865,CLAY,Chavant Capital Acquisition Corp,기타 금융업,556010
3866,BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
3867,MYNA,Mynaric AG ADR,커뮤니케이션 및 네트워킹,571020
3868,SAI,SAI.TECH Global Corp Class A,핀테크,573010
3869,AEI,Alset Inc,건설 및 엔지니어링,522010
3870,MARK,Remark Holdings Inc,소프트웨어 및 IT서비스,572010
3871,BANFP,BancFirst 7.2% Cumulative Pref Shs,은행,551010
3872,PATI,Patriot Transportation Holding Inc,화물 및 물류 서비스,524050
3873,SGMA,SigmaTron International Inc,반도체 및 반도체 장비,571010
3874,DLPN,Dolphin Entertainment Inc,미디어 및 출판,533020
3875,CLIR,Clearsign Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3876,HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3877,CMRA,Comera Life Sciences Holdings Inc,생명과학 및 메디컬 리서치,562020
3878,ANGN,Angion Biomedica Corp,생명과학 및 메디컬 리서치,562020
3879,SNGX,Soligenix Inc,생명과학 및 메디컬 리서치,562020
3880,CNET,ZW Data Action Technologies Inc,미디어 및 출판,533020
